Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,54.444401,57.277802,54.333302,57.222198,12.615325,8464684
1997-07-02,57.333302,57.444401,55.333302,55.666698,12.272394,3250683
1997-07-03,55.444401,56.444401,54.777802,55.333302,12.198893,1734057
1997-07-04,55.388901,56.888901,55.000000,56.666698,12.492858,3581325
1997-07-07,56.833302,57.777802,56.388901,56.444401,12.443844,2451146
1997-07-08,56.222198,56.666698,55.888901,56.611099,12.480599,1681587
1997-07-09,56.833302,58.166698,56.666698,57.611099,12.701060,4332838
1997-07-10,58.111099,59.444401,57.888901,58.333302,12.860280,6681888
1997-07-11,58.111099,59.888901,57.888901,59.555599,13.129748,7407122
1997-07-14,58.444401,59.166698,57.000000,57.388901,12.652075,3560940
1997-07-15,57.777802,58.444401,56.722198,57.777802,12.737812,4998294
1997-07-16,57.888901,58.222198,54.888901,55.000000,12.125415,4555602
1997-07-17,55.000000,56.222198,54.444401,56.166698,12.382625,3043796
1997-07-18,56.000000,56.777802,54.666698,54.944401,12.113153,4515530
1997-07-21,55.222198,58.555599,55.111099,58.500000,12.897028,5340226
1997-07-22,58.666698,59.666698,57.944401,59.555599,13.129748,5834714
1997-07-23,59.222198,60.444401,58.444401,60.444401,13.325697,4565048
1997-07-24,60.111099,60.777802,59.166698,59.277802,13.068506,4679325
1997-07-25,59.166698,59.888901,58.333302,59.555599,13.129748,3274438
1997-07-28,60.000000,61.055599,59.333302,60.833302,13.411434,3972375
1997-07-29,60.888901,61.111099,59.888901,60.444401,13.325697,2355669
1997-07-30,60.000000,60.333302,59.388901,59.722198,13.166478,1487290
1997-07-31,59.777802,60.833302,59.222198,59.888901,13.203226,1613043
1997-08-01,60.000000,60.833302,59.888901,60.666698,13.374704,1875622
1997-08-04,61.777802,64.166702,61.777802,63.722198,14.048327,5083038
1997-08-05,64.000000,64.111099,62.888901,63.277802,13.950356,1788858
1997-08-06,63.222198,63.333302,60.722198,61.000000,13.448185,2662002
1997-08-07,61.777802,62.277802,60.500000,60.666698,13.374704,1774760
1997-08-08,61.000000,61.777802,58.777802,59.166698,13.044011,2131299
1997-08-11,60.388901,60.500000,59.500000,60.500000,13.337953,904644
1997-08-12,60.555599,61.111099,59.055599,59.944401,13.215460,1123065
1997-08-13,59.611099,61.444401,59.611099,60.555599,13.350210,2718580
1997-08-14,61.055599,61.277802,60.222198,60.833302,13.411434,1470010
1997-08-15,null,null,null,null,null,null
1997-08-18,null,null,null,null,null,null
1997-08-19,59.555599,59.722198,57.722198,57.777802,12.737812,1472022
1997-08-20,57.722198,58.666698,57.111099,58.333302,12.860280,1268415
1997-08-21,58.611099,58.666698,56.222198,56.777802,12.517352,1109502
1997-08-22,56.277802,56.722198,54.500000,54.666698,12.051933,1224274
1997-08-25,null,null,null,null,null,null
1997-08-26,54.666698,55.111099,53.333302,54.277802,11.966194,1252490
1997-08-27,54.666698,55.000000,53.555599,53.833302,11.868201,693846
1997-08-28,53.666698,53.666698,50.555599,50.611099,11.157826,1507262
1997-08-29,50.222198,51.333302,49.666698,50.000000,11.023102,1849298
1997-09-01,49.444401,50.888901,49.222198,50.222198,11.072089,1710963
1997-09-02,50.111099,50.666698,48.888901,50.388901,11.108841,2806686
1997-09-03,50.611099,51.833302,49.777802,50.666698,11.170083,2847218
1997-09-04,50.888901,51.444401,50.388901,51.222198,11.292549,1478740
1997-09-05,51.444401,52.555599,51.222198,52.444401,11.562001,2179274
1997-09-08,52.111099,52.833302,51.777802,52.833302,11.647738,1364463
1997-09-09,52.777802,53.444401,51.666698,51.666698,11.390546,2238138
1997-09-10,51.333302,51.666698,50.888901,51.055599,11.255820,1564628
