Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,108.766998,114.942001,108.346001,114.802002,48.006111,13003487
1997-07-02,114.521004,121.538002,114.521004,118.731003,49.649075,19432464
1997-07-03,120.135002,124.065002,119.152000,122.379997,51.174969,21545571
1997-07-04,124.625999,126.169998,121.819000,122.801003,51.351009,11874594
1997-07-07,123.502998,124.906998,119.853996,120.135002,50.236183,9318094
1997-07-08,119.573997,119.995003,116.766998,119.573997,50.001595,7925485
1997-07-09,120.976997,124.625999,119.713997,124.486000,52.055618,9185864
1997-07-10,125.046997,126.028999,121.258003,121.258003,50.705791,6259207
1997-07-11,120.695999,121.258003,119.152000,119.995003,50.177643,4917634
1997-07-14,115.083000,117.328003,113.258003,115.503998,48.299656,4324508
1997-07-15,115.643997,118.731003,115.643997,118.309998,49.473022,6736219
1997-07-16,118.591003,120.135002,115.643997,115.925003,48.475716,5097064
1997-07-17,116.205002,117.889000,114.661003,117.609001,49.179901,3484210
1997-07-18,117.046997,117.468002,111.713997,112.276001,46.949821,4108283
1997-07-21,113.398003,114.661003,111.995003,114.239998,47.771103,4086401
1997-07-22,114.521004,117.749001,114.099998,117.609001,49.179901,6806933
1997-07-23,117.749001,121.398003,117.749001,121.116997,50.646809,11015590
1997-07-24,121.258003,122.239998,118.731003,119.012001,49.766586,8030425
1997-07-25,118.731003,120.275002,117.328003,119.292999,49.884094,7864364
1997-07-28,120.135002,120.836998,118.731003,119.432999,49.942619,4274550
1997-07-29,118.731003,120.135002,116.906998,119.853996,50.118679,7469757
1997-07-30,120.135002,123.924004,119.995003,123.362999,51.586014,12962864
1997-07-31,123.502998,124.625999,121.959000,122.661003,51.292473,6836822
1997-08-01,122.942001,123.362999,121.258003,122.239998,51.116417,6375069
1997-08-04,123.222000,126.731003,122.521004,124.345001,51.996666,9364551
1997-08-05,124.906998,126.169998,122.661003,125.328003,52.407711,6075324
1997-08-06,125.468002,129.397995,122.942001,123.502998,51.644554,14862352
1997-08-07,124.625999,124.906998,121.116997,121.398003,50.764324,6125515
