Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,12.555600,12.622200,12.200000,12.355600,0.000287,208744290
1997-07-02,12.333300,12.355600,12.038900,12.100000,0.000281,99923985
1997-07-03,12.088900,12.188900,11.916700,12.077800,0.000280,99430020
1997-07-04,12.111100,12.133300,11.777800,11.883300,0.000276,110048985
1997-07-07,12.400000,12.577800,12.277800,12.294400,0.000285,75737925
1997-07-08,12.277800,12.383300,12.183300,12.361100,0.000287,68145615
1997-07-09,12.400000,12.466700,12.088900,12.211100,0.000283,63523845
1997-07-10,12.222200,12.288900,12.050000,12.111100,0.000281,69692130
1997-07-11,12.077800,12.150000,12.033300,12.077800,0.000280,49384755
1997-07-14,11.255600,12.300000,10.988900,11.277800,0.000262,162364680
1997-07-15,11.288900,11.500000,11.166700,11.438900,0.000265,116570520
1997-07-16,11.488900,11.533300,11.155600,11.227800,0.000261,98016660
1997-07-17,11.222200,11.388900,11.022200,11.338900,0.000263,112069215
1997-07-18,11.316700,11.422200,11.233300,11.266700,0.000261,75898080
1997-07-21,11.155600,11.300000,11.088900,11.205600,0.000260,103819770
1997-07-22,11.211100,11.311100,11.200000,11.300000,0.000262,45939960
1997-07-23,11.311100,11.455600,11.288900,11.411100,0.000265,63606960
1997-07-24,11.422200,11.577800,11.322200,11.350000,0.000263,91971900
1997-07-25,11.311100,11.355600,11.155600,11.211100,0.000260,76805370
1997-07-28,10.955600,10.955600,10.561100,10.588900,0.000246,207381195
1997-07-29,10.544400,10.805600,10.516700,10.772200,0.000250,130296375
1997-07-30,10.688900,10.772200,10.466700,10.494400,0.000244,130913460
1997-07-31,10.594400,11.511100,10.594400,11.444400,0.000266,305886105
1997-08-01,11.494400,12.066700,11.405600,11.977800,0.000278,294984900
1997-08-04,12.244400,12.311100,12.022200,12.150000,0.000308,174874365
1997-08-05,12.177800,13.022200,12.177800,13.000000,0.000329,314261460
1997-08-06,13.022200,13.111100,12.700000,12.777800,0.000324,193700745
1997-08-07,12.866700,12.955600,12.700000,12.755600,0.000323,114741900
1997-08-08,12.822200,13.000000,12.744400,12.938900,0.000328,124207920
1997-08-11,13.111100,13.133300,12.744400,12.844400,0.000325,128409930
1997-08-12,12.877800,12.950000,12.555600,12.816700,0.000324,161056710
1997-08-13,12.805600,12.844400,12.644400,12.766700,0.000323,109812735
1997-08-14,12.766700,12.900000,12.711100,12.711100,0.000322,82751805
1997-08-15,null,null,null,null,null,null
1997-08-18,null,null,null,null,null,null
1997-08-19,12.077800,12.300000,11.933300,12.000000,0.000304,187623720
1997-08-20,11.955600,12.166700,11.866700,12.088900,0.000306,90359010
1997-08-21,12.155600,12.311100,11.861100,11.905600,0.000301,123811920
1997-08-22,11.861100,11.922200,11.483300,11.516700,0.000292,116268615
1997-08-25,null,null,null,null,null,null
1997-08-26,11.800000,11.944400,11.600000,11.927800,0.000302,154311030
1997-08-27,11.977800,12.133300,11.816700,11.861100,0.000300,159022305
1997-08-28,11.833300,11.833300,11.166700,11.200000,0.000284,213310035
1997-08-29,11.166700,11.355600,10.888900,10.933300,0.000277,238658310
