Date,Open,High,Low,Close,Adj Close,Volume
1997-07-01,144.699997,145.399994,142.500000,145.175003,68.970078,978500
1997-07-02,145.500000,145.500000,141.699997,141.949997,67.437950,514260
1997-07-03,141.899994,142.949997,138.300003,139.524994,66.285866,361390
1997-07-04,139.000000,139.500000,136.300003,137.175003,65.169434,506600
1997-07-07,140.000000,140.000000,135.399994,136.375000,64.789345,258640
1997-07-08,136.300003,137.500000,135.500000,136.649994,64.920006,316400
1997-07-09,137.399994,139.600006,137.100006,137.899994,65.513847,310910
1997-07-10,138.899994,141.774994,138.600006,139.300003,66.178970,593600
1997-07-11,139.000000,139.100006,137.250000,138.625000,65.858284,679010
1997-07-14,135.800003,137.399994,133.000000,135.649994,64.444908,108970
1997-07-15,136.000000,136.500000,133.500000,134.074997,63.696674,222720
1997-07-16,134.250000,136.500000,134.199997,134.425003,63.862946,179650
1997-07-17,134.699997,135.899994,133.500000,134.225006,63.767941,248990
1997-07-18,134.300003,134.699997,131.425003,132.399994,62.900883,220740
1997-07-21,133.000000,133.000000,125.000000,131.550003,62.497093,346150
1997-07-22,132.199997,135.699997,131.300003,133.574997,63.459126,363570
1997-07-23,135.199997,137.699997,133.699997,136.425003,64.813133,351130
1997-07-24,137.000000,140.000000,137.000000,138.449997,65.775162,685710
1997-07-25,137.500000,138.500000,136.000000,137.975006,65.549500,362890
1997-07-28,138.000000,138.500000,137.399994,137.600006,65.371338,125360
1997-07-29,137.949997,139.500000,136.300003,139.300003,66.178970,187470
1997-07-30,139.899994,142.899994,139.899994,142.449997,67.675484,524840
1997-07-31,142.750000,143.199997,141.800003,141.875000,67.402306,224500
1997-08-01,142.300003,145.699997,142.199997,144.475006,68.637527,649830
1997-08-04,148.500000,152.250000,147.600006,151.550003,71.998741,1027060
1997-08-05,151.225006,155.500000,149.500000,153.725006,73.032051,1740510
1997-08-06,154.500000,159.000000,153.000000,155.949997,74.089096,1856400
1997-08-07,156.899994,157.500000,154.100006,155.399994,73.827820,654310
1997-08-08,156.000000,156.199997,151.000000,153.274994,72.818245,775780
1997-08-11,152.800003,154.500000,150.500000,154.225006,73.269569,316100
1997-08-12,154.000000,155.500000,152.699997,153.625000,72.984520,394630
1997-08-13,152.050003,153.000000,151.399994,151.800003,72.117516,196300
1997-08-14,151.600006,151.600006,145.000000,146.274994,69.492668,359110
1997-08-15,null,null,null,null,null,null
1997-08-18,null,null,null,null,null,null
1997-08-19,140.000000,140.000000,134.500000,135.675003,64.456795,1680440
1997-08-20,135.824997,144.475006,135.500000,144.175003,68.495018,1017440
1997-08-21,144.550003,144.899994,138.600006,140.574997,66.784691,457960
1997-08-22,140.000000,140.600006,137.000000,137.675003,65.406967,355090
1997-08-25,null,null,null,null,null,null
1997-08-26,138.875000,140.100006,138.074997,139.199997,66.131493,388450
1997-08-27,139.925003,141.300003,139.800003,140.375000,66.689682,177650
1997-08-28,139.550003,139.875000,134.175003,136.274994,64.741875,391080
1997-08-29,136.024994,136.600006,134.000000,135.050003,64.159889,839610
1997-09-01,134.500000,137.399994,132.625000,137.000000,65.086281,488270
1997-09-02,137.000000,139.000000,135.449997,138.899994,65.988945,450630
1997-09-03,139.399994,142.000000,138.850006,140.000000,66.511528,358490
1997-09-04,140.000000,140.800003,138.800003,140.024994,66.523415,293570
1997-09-05,140.875000,141.600006,139.600006,140.524994,66.760956,283790
1997-09-08,137.800003,139.850006,137.300003,139.774994,66.404617,227820
1997-09-09,139.899994,141.899994,138.300003,138.399994,65.751396,354990
1997-09-10,139.000000,144.750000,138.899994,143.824997,68.328728,1381730
1997-09-11,144.100006,144.875000,140.600006,141.100006,67.034134,457570
1997-09-12,141.399994,141.800003,139.149994,141.375000,67.164772,356510
1997-09-15,144.000000,144.300003,142.000000,142.149994,67.532967,322760
1997-09-16,142.975006,143.600006,141.699997,142.375000,67.639839,522560
1997-09-17,142.300003,142.574997,138.399994,138.975006,66.024590,511530
1997-09-18,137.500000,137.699997,132.524994,133.500000,63.423496,1769580
1997-09-19,133.975006,134.899994,130.524994,130.699997,62.093262,823760
1997-09-22,131.000000,131.375000,127.300003,128.274994,60.941200,716370
1997-09-23,128.000000,131.899994,127.750000,131.774994,62.603973,1008850
1997-09-24,131.899994,133.500000,130.625000,131.824997,62.627747,803760
1997-09-25,132.000000,132.975006,131.524994,132.949997,63.162216,487750
1997-09-26,132.975006,134.899994,132.550003,134.600006,63.946091,619160
1997-09-29,134.600006,135.800003,132.600006,132.925003,63.150330,528030
1997-09-30,133.399994,133.800003,132.199997,133.649994,63.494743,442470
1997-10-01,132.949997,134.699997,132.199997,134.500000,63.898586,872340
1997-10-02,null,null,null,null,null,null
1997-10-03,134.300003,135.600006,132.649994,133.225006,63.292866,533510
1997-10-06,132.550003,134.899994,132.000000,134.625000,63.957954,783010
1997-10-07,134.500000,136.100006,134.500000,135.850006,64.539955,667770
1997-10-08,135.800003,136.824997,135.625000,135.699997,64.468674,484810
1997-10-09,135.500000,135.600006,134.500000,135.175003,64.219261,793690
1997-10-10,135.399994,135.800003,133.800003,135.149994,64.207375,551060
1997-10-13,135.475006,138.699997,134.675003,135.925003,64.575600,810690
1997-10-14,135.800003,138.000000,134.125000,136.899994,65.038788,1187610
1997-10-15,137.225006,138.699997,136.399994,137.300003,65.228813,544190
1997-10-16,137.550003,141.000000,137.550003,140.125000,66.570930,722750
1997-10-17,140.774994,143.899994,140.774994,142.824997,67.853645,1176170
1997-10-20,143.675003,145.500000,142.500000,144.600006,68.696922,708190
1997-10-21,144.399994,145.399994,143.000000,144.074997,68.447464,643380
1997-10-22,144.399994,144.399994,142.699997,144.024994,68.423714,296490
1997-10-23,143.675003,143.800003,139.250000,140.149994,66.582802,568990
1997-10-24,138.850006,140.475006,137.125000,137.449997,65.300072,459070
1997-10-27,138.500000,139.000000,130.000000,135.699997,64.468674,400900
1997-10-28,null,null,null,null,null,null
1997-10-29,null,null,null,null,null,null
1997-10-30,132.000000,132.000000,128.399994,128.600006,61.095612,357220
1997-10-31,null,null,null,null,null,null
1997-11-03,128.600006,131.000000,127.550003,130.524994,62.010128,512080
1997-11-04,130.324997,133.375000,130.324997,131.800003,62.615879,722730
1997-11-05,132.100006,133.300003,130.500000,133.199997,63.280975,375850
1997-11-06,132.500000,132.500000,130.100006,131.824997,62.627747,386360
1997-11-07,131.649994,134.000000,131.225006,133.550003,63.447266,602450
1997-11-10,132.899994,134.449997,132.100006,133.925003,63.625427,642520
1997-11-11,134.500000,135.500000,133.800003,133.975006,63.649155,459010
1997-11-12,133.300003,134.000000,129.899994,130.300003,61.903244,1664210
1997-11-13,129.399994,131.500000,127.800003,128.925003,61.249996,995880
1997-11-14,129.975006,130.800003,128.000000,129.225006,61.392517,902090
1997-11-17,130.000000,130.399994,128.324997,130.074997,61.796333,476530
1997-11-18,129.600006,129.850006,125.500000,128.050003,60.834328,1503310
1997-11-19,127.025002,127.025002,123.599998,126.800003,60.240456,1497260
1997-11-20,125.199997,131.000000,124.099998,129.600006,61.570671,1354420
